area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,County,55121,"Trempealeau, WI",1854.6947,0.0000,0.0000,0.9577,0.5688,0.4443,0.2648,0.2193,0.1073
Total,County,55123,"Vernon, WI",2059.5664,0.0000,0.0000,0.8520,0.4191,0.5137,0.2828,0.2182,0.0775
Total,County,55125,"Vilas, WI",2456.8806,0.0000,0.0000,0.9498,0.5221,0.5089,0.1245,0.3152,0.0767
Total,County,55127,"Walworth, WI",1463.3844,0.0000,0.0000,1.0000,0.9338,0.9870,0.9221,0.9395,0.7641
Total,County,55129,"Washburn, WI",2085.5835,0.0000,0.0000,0.9603,0.5142,0.4261,0.0959,0.2558,0.0565
Total,County,55131,"Washington, WI",1091.0340,0.0000,0.0000,1.0000,0.9550,1.0000,0.9840,0.9862,0.9329
Total,County,55133,"Waukesha, WI",1463.0684,0.0000,0.0000,1.0000,0.9739,0.9953,0.9711,0.9809,0.9353
Total,County,55135,"Waupaca, WI",1887.7691,0.0000,0.0000,0.9772,0.7175,0.7347,0.5109,0.5138,0.2667
Total,County,55137,"Waushara, WI",1582.6208,0.0000,0.0000,0.9991,0.8093,0.9209,0.6468,0.6637,0.3434
Total,County,55139,"Winnebago, WI",1434.7340,0.0000,0.0000,1.0000,0.9491,0.9801,0.8316,0.8441,0.5280
Total,County,55141,"Wood, WI",2005.7415,0.0000,0.0000,0.9905,0.7750,0.7437,0.3547,0.5521,0.2362
Total,County,56001,"Albany, WY",10611.5120,0.4466,0.2447,0.7798,0.5366,0.5209,0.1803,0.3658,0.1055
Total,County,56003,"Big Horn, WY",8160.3194,0.3247,0.1611,0.7809,0.5018,0.3683,0.1136,0.2646,0.0664
Total,County,56005,"Campbell, WY",12381.3087,0.2625,0.1313,0.9076,0.6241,0.4700,0.2156,0.2999,0.1233
Total,County,56007,"Carbon, WY",19597.5330,0.7787,0.5689,0.8303,0.6114,0.2300,0.0731,0.1634,0.0390
Total,County,56009,"Converse, WY",10738.9644,0.2702,0.1393,0.7951,0.5190,0.3989,0.1568,0.2946,0.1035
Total,County,56011,"Crook, WY",7443.2158,0.2017,0.1051,0.8814,0.6514,0.3493,0.1437,0.2776,0.0914
Total,County,56013,"Fremont, WY",23307.5543,0.6549,0.4665,0.8267,0.7017,0.1514,0.0378,0.0920,0.0173
Total,County,56015,"Goshen, WY",5551.3387,0.4001,0.2763,0.9210,0.5655,0.5760,0.2233,0.3821,0.1320
Total,County,56017,"Hot Springs, WY",5107.2569,0.1817,0.0687,0.7179,0.4222,0.1690,0.0382,0.1099,0.0224
Total,County,56019,"Johnson, WY",10697.5687,0.1503,0.0731,0.7363,0.3443,0.4382,0.1535,0.2577,0.0861
Total,County,56021,"Laramie, WY",6596.4478,0.6922,0.4832,0.9377,0.7741,0.7341,0.3543,0.5826,0.2471
Total,County,56023,"Lincoln, WY",10182.2821,0.5045,0.3890,0.6156,0.5076,0.1521,0.0542,0.1208,0.0183
Total,County,56025,"Natrona, WY",13510.8944,0.5478,0.3541,0.8815,0.6706,0.5212,0.2127,0.3408,0.1177
Total,County,56027,"Niobrara, WY",6640.7928,0.0858,0.0354,0.7787,0.4444,0.2741,0.1262,0.2254,0.0838
Total,County,56029,"Park, WY",18006.3802,0.1090,0.0611,0.4868,0.2575,0.2214,0.0523,0.1480,0.0250
Total,County,56031,"Platte, WY",5246.7172,0.4621,0.2645,0.8998,0.6345,0.6611,0.3008,0.4811,0.1915
Total,County,56033,"Sheridan, WY",6563.5841,0.0188,0.0103,0.6014,0.3053,0.3858,0.1628,0.2519,0.0796
Total,County,56035,"Sublette, WY",12367.5102,0.6129,0.4534,0.7027,0.5358,0.2008,0.0512,0.1243,0.0230
Total,County,56037,"Sweetwater, WY",25794.4546,0.7722,0.4821,0.9107,0.6895,0.2098,0.0498,0.1230,0.0261
Total,County,56039,"Teton, WY",10795.9493,0.2463,0.1761,0.4221,0.1785,0.1126,0.0359,0.0846,0.0199
Total,County,56041,"Uinta, WY",5111.0489,0.8648,0.6808,0.9708,0.8846,0.3105,0.0973,0.2053,0.0427
Total,County,56043,"Washakie, WY",5728.4027,0.1804,0.0603,0.7460,0.3954,0.1755,0.0516,0.1176,0.0292
Total,County,56045,"Weston, WY",6148.6794,0.0759,0.0266,0.8440,0.4905,0.4197,0.1086,0.2876,0.0715
Total,County,60010,"Eastern District, AS",407.1101,0.1177,0.1063,0.7369,0.5788,0.4256,0.3374,0.3154,0.2279
Total,County,60020,"Manu'a District, AS",505.4907,0.0142,0.0117,0.4716,0.2463,0.0456,0.0388,0.0375,0.0308
Total,County,60030,"Rose Island, AS",140.3029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total,County,60040,"Swains Island, AS",157.3668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total,County,60050,"Western District, AS",264.9112,0.2183,0.2052,0.9288,0.7535,0.8604,0.7857,0.7618,0.5734
Total,County,66010,"Guam, GU",1300.9617,0.3554,0.3523,0.3677,0.3675,0.1996,0.0935,0.1738,0.0902
Total,County,69085,"Northern Islands, MP",2884.0039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Total,County,69100,"Rota, MP",554.1543,0.1361,0.1357,0.1340,0.1336,0.0000,0.0000,0.0000,0.0000
Total,County,69110,"Saipan, MP",586.7020,0.1842,0.1842,0.1835,0.1829,0.1625,0.1083,0.1537,0.1083
Total,County,69120,"Tinian, MP",665.2801,0.1265,0.1262,0.0955,0.0934,0.0005,0.0000,0.0000,0.0000
Total,County,72001,"Adjuntas, PR",243.3181,0.9468,0.3013,0.9887,0.7615,0.9130,0.6926,0.5398,0.0926
Total,County,72003,"Aguada, PR",164.4240,0.6047,0.2152,0.6784,0.6195,0.6637,0.5490,0.5919,0.2985
Total,County,72005,"Aguadilla, PR",273.8645,0.4262,0.2269,0.4835,0.4735,0.4846,0.4585,0.4546,0.2931
Total,County,72007,"Aguas Buenas, PR",109.8618,0.8389,0.4238,1.0000,0.9406,1.0000,0.8917,0.9540,0.3854
Total,County,72009,"Aibonito, PR",114.0751,0.9049,0.5282,1.0000,0.9372,0.9880,0.8292,0.8098,0.3490
Total,County,72011,"Añasco, PR",161.6854,0.8261,0.3270,0.8827,0.7818,0.8658,0.7472,0.7016,0.3303
Total,County,72013,"Arecibo, PR",623.9897,0.6702,0.2681,0.7328,0.5444,0.6551,0.5182,0.4666,0.2205
Total,County,72015,"Arroyo, PR",128.8216,0.3091,0.1513,0.4227,0.2984,0.4105,0.3442,0.2862,0.1627
Total,County,72017,"Barceloneta, PR",113.4431,0.5710,0.2442,0.6063,0.5822,0.5989,0.5645,0.5478,0.3389
Total,County,72019,"Barranquitas, PR",125.3457,0.9235,0.6143,1.0000,0.9866,0.9966,0.9235,0.9563,0.5361
Total,County,72021,"Bayamón, PR",163.3707,0.8956,0.6770,0.9987,0.9807,0.9994,0.9155,0.9684,0.6647
Total,County,72023,"Cabo Rojo, PR",634.8390,0.3839,0.2326,0.4125,0.4035,0.4108,0.4017,0.3974,0.2693
Total,County,72025,"Caguas, PR",214.0356,0.8489,0.5330,1.0000,0.9670,0.9838,0.9306,0.9001,0.5876
Total,County,72027,"Camuy, PR",225.8329,0.6754,0.2859,0.7444,0.5686,0.6730,0.5835,0.5476,0.2547
Total,County,72029,"Canóvanas, PR",119.3417,0.8870,0.4351,1.0000,0.9312,0.9894,0.8694,0.8976,0.5102
Total,County,72031,"Carolina, PR",219.8289,0.6924,0.3958,0.7906,0.7504,0.7906,0.7700,0.7484,0.5060
Total,County,72033,"Cataño, PR",25.7011,0.6025,0.4918,0.7459,0.7459,0.7459,0.7459,0.7336,0.5943
Total,County,72035,"Cayey, PR",188.0185,0.9053,0.4728,0.9983,0.9199,0.9613,0.7950,0.7513,0.3356
Total,County,72037,"Ceiba, PR",571.2181,0.1715,0.0618,0.1870,0.1355,0.1708,0.1409,0.1034,0.0500
Total,County,72039,"Ciales, PR",243.3181,0.9156,0.3506,0.9494,0.7264,0.8870,0.6900,0.5723,0.1558
Total,County,72041,"Cidra, PR",133.1403,0.9383,0.5831,1.0000,0.9873,1.0000,0.9541,0.9778,0.5609
Total,County,72043,"Coamo, PR",283.3444,0.8870,0.3379,0.9993,0.8974,0.9580,0.8152,0.7297,0.2517
Total,County,72045,"Comerío, PR",103.9632,0.8946,0.5117,1.0000,0.9757,1.0000,0.9331,0.9514,0.4529
Total,County,72047,"Corozal, PR",155.2601,0.8942,0.5461,0.9986,0.9505,0.9973,0.9138,0.9491,0.4620
Total,County,72049,"Culebra, PR",603.5552,0.0712,0.0277,0.0716,0.0625,0.0635,0.0538,0.0424,0.0164
Total,County,72051,"Dorado, PR",196.6558,0.3610,0.1714,0.4339,0.4205,0.4344,0.4205,0.4242,0.2828
Total,County,72053,"Fajardo, PR",378.7757,0.2803,0.1107,0.2909,0.2725,0.2862,0.2725,0.2200,0.1154
Total,County,72054,"Florida, PR",55.5102,0.9753,0.3245,1.0000,0.9108,0.9943,0.8425,0.8520,0.3890
Total,County,72055,"Guánica, PR",285.5564,0.4559,0.1332,0.4865,0.4028,0.4747,0.4117,0.4227,0.2150
Total,County,72057,"Guayama, PR",386.4649,0.5429,0.2581,0.6198,0.5274,0.5819,0.5064,0.3679,0.1507
Total,County,72059,"Guayanilla, PR",231.0995,0.5520,0.1828,0.6117,0.4681,0.5465,0.3993,0.4034,0.1459
Total,County,72061,"Guaynabo, PR",99.9605,0.8915,0.6238,0.9958,0.9621,0.9958,0.9526,0.9758,0.7071
Total,County,72063,"Gurabo, PR",101.5405,0.8537,0.5280,1.0000,0.9564,1.0000,0.9564,0.9782,0.5000
Total,County,72065,"Hatillo, PR",214.3516,0.6732,0.3007,0.7115,0.5813,0.6821,0.6093,0.5568,0.3170
Total,County,72067,"Hormigueros, PR",40.8690,0.8222,0.3325,1.0000,0.9820,1.0000,0.9665,0.9871,0.6495
Total,County,72069,"Humacao, PR",256.5900,0.5866,0.3095,0.6330,0.5936,0.6310,0.6051,0.5915,0.3448
Total,County,72071,"Isabela, PR",333.7987,0.5311,0.2168,0.6027,0.4809,0.5510,0.4490,0.4607,0.2272
Total,County,72073,"Jayuya, PR",161.5801,0.9100,0.3429,0.9661,0.7881,0.7992,0.5411,0.3625,0.1056
Total,County,72075,"Juana Díaz, PR",387.8343,0.4756,0.1635,0.5584,0.4633,0.5239,0.4633,0.4457,0.2290
Total,County,72077,"Juncos, PR",97.3272,0.8777,0.4968,1.0000,0.9708,1.0000,0.9708,0.9816,0.5736
Total,County,72079,"Lajas, PR",362.4491,0.5830,0.1366,0.6051,0.5600,0.5955,0.5530,0.5478,0.3078
Total,County,72081,"Lares, PR",223.7262,0.9670,0.3178,0.9986,0.8103,0.8333,0.6766,0.6379,0.2387
Total,County,72083,"Las Marías, PR",169.2693,0.9564,0.2794,1.0000,0.8731,0.9577,0.7735,0.6845,0.1388
Total,County,72085,"Las Piedras, PR",122.6070,0.8273,0.2448,1.0000,0.8557,0.9656,0.9081,0.8651,0.4313
Total,County,72087,"Loíza, PR",238.5781,0.2353,0.0940,0.3143,0.2808,0.3055,0.2857,0.2768,0.1748
Total,County,72089,"Luquillo, PR",167.5840,0.4859,0.1571,0.5569,0.4965,0.5204,0.4431,0.4167,0.2376
Total,County,72091,"Manatí, PR",258.9073,0.5879,0.2018,0.6517,0.5944,0.6318,0.5720,0.5460,0.2783
Total,County,72093,"Maricao, PR",131.6656,0.7376,0.2728,0.9712,0.6960,0.8024,0.5928,0.3992,0.0792
Total,County,72095,"Maunabo, PR",138.0909,0.4989,0.2578,0.5561,0.4813,0.5461,0.5179,0.4401,0.1861
Total,County,72097,"Mayagüez, PR",979.2763,0.1829,0.0978,0.2037,0.1997,0.2033,0.1870,0.1853,0.0839
Total,County,72099,"Moca, PR",182.4359,0.9273,0.3753,1.0000,0.8753,0.9809,0.8383,0.8487,0.3591
Total,County,72101,"Morovis, PR",142.5149,0.8610,0.2809,1.0000,0.8914,0.9867,0.8352,0.9024,0.3429
Total,County,72103,"Naguabo, PR",260.0659,0.6420,0.2924,0.7177,0.5796,0.6731,0.6100,0.4646,0.2369
Total,County,72105,"Naranjito, PR",101.1192,0.9292,0.5688,1.0000,0.9740,1.0000,0.9260,0.9604,0.4260
Total,County,72107,"Orocovis, PR",232.4688,0.8890,0.4001,0.9733,0.8405,0.9044,0.7186,0.7268,0.2451
Total,County,72109,"Patillas, PR",271.3365,0.5602,0.2096,0.6266,0.4185,0.5019,0.3684,0.2904,0.1366
Total,County,72111,"Peñuelas, PR",244.5821,0.5965,0.2571,0.6559,0.5323,0.6270,0.5052,0.4617,0.1968
Total,County,72113,"Ponce, PR",699.5131,0.5249,0.1772,0.6035,0.4790,0.5026,0.3740,0.3664,0.1958
Total,County,72115,"Quebradillas, PR",124.9243,0.6400,0.2901,0.6754,0.6079,0.6577,0.5666,0.5556,0.2622
Total,County,72117,"Rincón, PR",196.3398,0.2580,0.0982,0.2645,0.2462,0.2618,0.2280,0.2462,0.1379
Total,County,72119,"Río Grande, PR",324.7401,0.5115,0.2358,0.6776,0.5349,0.6173,0.5297,0.4732,0.2361
Total,County,72121,"Sabana Grande, PR",131.5603,0.7790,0.3163,0.9664,0.6709,0.8983,0.6869,0.5837,0.2474
Total,County,72123,"Salinas, PR",414.1674,0.5796,0.2307,0.6221,0.5409,0.6073,0.5132,0.4891,0.2103
Total,County,72125,"San Germán, PR",195.1811,0.8300,0.2812,0.9995,0.8289,0.9692,0.7226,0.7685,0.2661
Total,County,72127,"San Juan, PR",281.5538,0.5885,0.4624,0.6453,0.6435,0.6453,0.6412,0.6438,0.5731
Total,County,72129,"San Lorenzo, PR",193.0745,0.9274,0.4244,0.9995,0.9105,0.9945,0.9105,0.8762,0.3219
Total,County,72131,"San Sebastián, PR",257.4326,0.9427,0.3236,1.0000,0.9472,0.9791,0.8863,0.8838,0.3277
Total,County,72133,"Santa Isabel, PR",278.4991,0.4187,0.1694,0.4523,0.4433,0.4501,0.4489,0.4459,0.2825
Total,County,72135,"Toa Alta, PR",101.1192,0.9010,0.5698,1.0000,0.9792,0.9969,0.9615,0.9500,0.5438
Total,County,72137,"Toa Baja, PR",153.2588,0.5093,0.3162,0.5656,0.5581,0.5670,0.5622,0.5629,0.4660
Total,County,72139,"Trujillo Alto, PR",77.9461,0.9514,0.6770,1.0000,0.9946,1.0000,0.9838,0.9959,0.7689
Total,County,72141,"Utuado, PR",417.1167,0.9316,0.2899,0.9674,0.7480,0.8174,0.6220,0.5275,0.1154
Total,County,72143,"Vega Alta, PR",138.3016,0.6664,0.2475,0.7380,0.6816,0.7319,0.6824,0.6344,0.2635
Total,County,72145,"Vega Baja, PR",250.5860,0.6036,0.2451,0.6835,0.6377,0.6776,0.6187,0.6335,0.3569
Total,County,72147,"Vieques, PR",943.1472,0.1663,0.0773,0.1753,0.1099,0.1221,0.0786,0.0772,0.0390
Total,County,72149,"Villalba, PR",134.9309,0.8056,0.3396,0.9984,0.8540,0.9805,0.8431,0.7276,0.2826
Total,County,72151,"Yabucoa, PR",299.7763,0.5952,0.3324,0.6687,0.6402,0.6662,0.6247,0.6044,0.2695
Total,County,72153,"Yauco, PR",246.5834,0.8475,0.3413,0.9637,0.7117,0.9026,0.6754,0.6472,0.2614
Total,County,78010,"St. Croix, VI",1158.8682,0.7629,0.7629,0.7570,0.7524,0.2914,0.2139,0.1151,0.0520
Total,County,78020,"St. John, VI",323.2654,0.9687,0.9687,0.9508,0.9505,0.1564,0.1056,0.0492,0.0251
Total,County,78030,"St. Thomas, VI",1095.2473,0.7531,0.7531,0.7494,0.7490,0.1622,0.1226,0.1107,0.0628
Total,Congressional District,0101,Alabama Congressional District 1,16844.8787,0.0000,0.0000,0.8801,0.5826,0.6094,0.3464,0.4757,0.2715
Total,Congressional District,0102,Alabama Congressional District 2,27669.7944,0.0000,0.0000,0.9531,0.5709,0.5562,0.2223,0.3964,0.1578
Total,Congressional District,0103,Alabama Congressional District 3,22529.7791,0.0000,0.0000,0.9701,0.5883,0.5832,0.2394,0.4189,0.1737
Total,Congressional District,0104,Alabama Congressional District 4,23732.3602,0.0000,0.0000,0.9535,0.6434,0.7346,0.3786,0.5265,0.2712
Total,Congressional District,0105,Alabama Congressional District 5,9308.7597,0.0000,0.0000,0.9233,0.6968,0.7625,0.5100,0.6472,0.4195
Total,Congressional District,0106,Alabama Congressional District 6,8555.0003,0.0000,0.0000,0.9887,0.7540,0.7781,0.4646,0.6098,0.3589
Total,Congressional District,0107,Alabama Congressional District 7,28386.7928,0.0000,0.0000,0.9459,0.7030,0.4089,0.1505,0.2792,0.1112
Total,Congressional District,0200,Alaska Congressional District (at Large),1846752.8002,0.0683,0.0444,0.0723,0.0334,0.0151,0.0060,0.0096,0.0043
Total,Congressional District,0401,Arizona Congressional District 1,3619.5407,0.0731,0.0239,0.7489,0.5184,0.5816,0.3868,0.4892,0.3165
Total,Congressional District,0402,Arizona Congressional District 2,132766.3496,0.3971,0.2736,0.7206,0.3776,0.2491,0.0854,0.1782,0.0498
Total,Congressional District,0403,Arizona Congressional District 3,462.0937,0.0000,0.0000,1.0000,0.9909,0.9998,0.9747,0.9966,0.9464
Total,Congressional District,0404,Arizona Congressional District 4,402.6861,0.0000,0.0000,1.0000,1.0000,1.0000,0.9966,0.9997,0.9676
Total,Congressional District,0405,Arizona Congressional District 5,906.7022,0.0000,0.0000,0.9983,0.9830,0.9922,0.9655,0.9877,0.9339
Total,Congressional District,0406,Arizona Congressional District 6,30343.0279,0.0093,0.0036,0.8088,0.5082,0.5597,0.2685,0.4522,0.1735
Total,Congressional District,0407,Arizona Congressional District 7,34274.4582,0.1760,0.0915,0.7401,0.3763,0.3604,0.1569,0.2884,0.0981
Total,Congressional District,0408,Arizona Congressional District 8,1300.8564,0.0000,0.0000,0.9536,0.8408,0.8946,0.7103,0.8348,0.5893
Total,Congressional District,0409,Arizona Congressional District 9,53232.0962,0.0158,0.0071,0.7405,0.4132,0.4882,0.2128,0.3978,0.1480
Total,Congressional District,0501,Arkansas Congressional District 1,51106.8023,0.0000,0.0000,0.9097,0.5899,0.7093,0.3367,0.5182,0.2330
Total,Congressional District,0502,Arkansas Congressional District 2,13440.4270,0.0000,0.0000,0.8806,0.5801,0.7178,0.4222,0.4977,0.3057
Total,Congressional District,0503,Arkansas Congressional District 3,10383.0459,0.0000,0.0000,0.8779,0.6296,0.7438,0.4628,0.5809,0.3529
Total,Congressional District,0504,Arkansas Congressional District 4,56163.0783,0.0000,0.0000,0.8367,0.3627,0.5186,0.1988,0.3342,0.1415
Total,Congressional District,0601,California Congressional District 1,69658.4889,0.0000,0.0000,0.6817,0.3838,0.4724,0.2328,0.3403,0.1100
Total,Congressional District,0602,California Congressional District 2,37949.0878,0.0000,0.0000,0.4847,0.2254,0.2455,0.1257,0.1439,0.0515
Total,Congressional District,0603,California Congressional District 3,53482.0502,0.0447,0.0329,0.5049,0.2750,0.3300,0.1495,0.2771,0.0884
Total,Congressional District,0604,California Congressional District 4,9891.5644,0.0000,0.0000,0.8302,0.6081,0.7025,0.4385,0.6035,0.2958
Total,Congressional District,0605,California Congressional District 5,24274.4013,0.0000,0.0000,0.6153,0.3564,0.4132,0.2067,0.3240,0.1302
Total,Congressional District,0606,California Congressional District 6,634.8390,0.0000,0.0000,1.0000,0.9950,1.0000,0.9685,0.9942,0.8613
Total,Congressional District,0607,California Congressional District 7,1756.2088,0.0000,0.0000,1.0000,0.9662,0.9985,0.7988,0.9324,0.5604
Total,Congressional District,0608,California Congressional District 8,1536.4852,0.0000,0.0000,0.8996,0.8348,0.9447,0.7862,0.8849,0.6588
Total,Congressional District,0609,California Congressional District 9,3419.8303,0.0000,0.0000,0.9999,0.9277,0.9961,0.7819,0.9396,0.5444
Total,Congressional District,0610,California Congressional District 10,1392.1797,0.0000,0.0000,0.9790,0.8299,0.8976,0.6458,0.8098,0.5013
Total,Congressional District,0611,California Congressional District 11,565.8462,0.0000,0.0000,0.1847,0.1847,0.5715,0.5603,0.5633,0.5385
Total,Congressional District,0612,California Congressional District 12,351.7052,0.0000,0.0000,0.6595,0.6550,0.9973,0.9793,0.9907,0.9416
Total,Congressional District,0613,California Congressional District 13,15418.3607,0.0000,0.0000,0.8892,0.7505,0.8413,0.5423,0.7617,0.3563
Total,Congressional District,0614,California Congressional District 14,1507.9401,0.0000,0.0000,0.8305,0.6221,0.7331,0.5297,0.6411,0.4080
Total,Congressional District,0615,California Congressional District 15,568.1635,0.0000,0.0000,0.5252,0.5217,0.9965,0.9581,0.9879,0.7623
Total,Congressional District,0616,California Congressional District 16,1765.3727,0.0000,0.0000,0.6308,0.4567,0.5530,0.3884,0.4732,0.2947
Total,Congressional District,0617,California Congressional District 17,466.2016,0.0000,0.0000,0.9553,0.9198,0.9812,0.9555,0.9666,0.8893
Total,Congressional District,0618,California Congressional District 18,11189.1555,0.0000,0.0000,0.6814,0.3719,0.4928,0.2530,0.3710,0.1702
Total,Congressional District,0619,California Congressional District 19,8702.9925,0.0000,0.0000,0.5877,0.3666,0.5356,0.2950,0.4084,0.2015
Total,Congressional District,0620,California Congressional District 20,22980.4969,0.0000,0.0000,0.6637,0.4553,0.5285,0.3194,0.4622,0.2122
Total,Congressional District,0621,California Congressional District 21,2140.8831,0.0000,0.0000,0.9990,0.9829,0.9963,0.9356,0.9840,0.7397
Total,Congressional District,0622,California Congressional District 22,10278.4507,0.0000,0.0000,0.9889,0.8399,0.9538,0.6205,0.8829,0.4555
Total,Congressional District,0623,California Congressional District 23,41565.5738,0.0000,0.0000,0.8277,0.5179,0.5859,0.2533,0.5224,0.1865
Total,Congressional District,0624,California Congressional District 24,15045.4836,0.0000,0.0000,0.5289,0.3163,0.3902,0.1923,0.3245,0.1435
Total,Congressional District,0625,California Congressional District 25,28068.0566,0.0000,0.0000,0.8216,0.5954,0.7014,0.3787,0.6312,0.2514
Total,Congressional District,0626,California Congressional District 26,4294.6167,0.0000,0.0000,0.5919,0.3881,0.4961,0.3047,0.4357,0.2429
Total,Congressional District,0627,California Congressional District 27,3564.3465,0.0000,0.0000,0.8897,0.7236,0.8231,0.6134,0.7738,0.4933
Total,Congressional District,0628,California Congressional District 28,1829.5202,0.0000,0.0000,0.6409,0.3641,0.5718,0.3768,0.4927,0.3077
Total,Congressional District,0629,California Congressional District 29,300.1976,0.0000,0.0000,0.9681,0.7526,0.9312,0.7446,0.8593,0.6635
Total,Congressional District,0630,California Congressional District 30,418.2754,0.0000,0.0000,0.8990,0.7182,0.8366,0.6925,0.7895,0.6263
Total,Congressional District,0631,California Congressional District 31,489.0588,0.0000,0.0000,0.7784,0.6511,0.8199,0.7101,0.7665,0.6539
Total,Congressional District,0632,California Congressional District 32,905.2275,0.0000,0.0000,0.7132,0.5387,0.5966,0.4220,0.5127,0.3700
Total,Congressional District,0633,California Congressional District 33,439.5525,0.0000,0.0000,1.0000,0.9909,1.0000,0.9863,0.9998,0.9662
Total,Congressional District,0634,California Congressional District 34,115.6551,0.0000,0.0000,1.0000,0.9982,1.0000,0.9872,1.0000,0.9772
Total,Congressional District,0635,California Congressional District 35,409.8488,0.0000,0.0000,1.0000,0.9974,1.0000,0.9823,0.9995,0.9481
Total,Congressional District,0636,California Congressional District 36,451.3498,0.0000,0.0000,0.5008,0.4964,0.8252,0.7118,0.7727,0.6154
Total,Congressional District,0637,California Congressional District 37,123.7657,0.0000,0.0000,1.0000,0.9974,1.0000,0.9966,1.0000,0.9838
Total,Congressional District,0638,California Congressional District 38,348.3346,0.0000,0.0000,0.9979,0.9528,0.9909,0.9407,0.9806,0.9063
Total,Congressional District,0639,California Congressional District 39,656.9588,0.0000,0.0000,1.0000,0.9846,0.9989,0.9667,0.9955,0.9251
Total,Congressional District,0640,California Congressional District 40,906.5968,0.0000,0.0000,0.9205,0.6653,0.8067,0.6447,0.7453,0.5728
Total,Congressional District,0641,California Congressional District 41,3085.2943,0.0000,0.0000,0.9483,0.7054,0.8538,0.6282,0.7805,0.5443
Total,Congressional District,0642,California Congressional District 42,1533.9572,0.0000,0.0000,0.2381,0.1675,0.1713,0.1658,0.1704,0.1611
Total,Congressional District,0643,California Congressional District 43,168.0053,0.0000,0.0000,1.0000,1.0000,1.0000,0.9981,1.0000,0.9944
Total,Congressional District,0644,California Congressional District 44,269.7565,0.0000,0.0000,0.7895,0.7891,0.9266,0.8770,0.9000,0.8540
Total,Congressional District,0645,California Congressional District 45,240.2634,0.0000,0.0000,1.0000,0.9996,1.0000,0.9917,1.0000,0.9737
Total,Congressional District,0646,California Congressional District 46,172.9560,0.0000,0.0000,1.0000,1.0000,1.0000,0.9994,1.0000,0.9909
Total,Congressional District,0647,California Congressional District 47,654.5362,0.0000,0.0000,0.6247,0.6080,0.9775,0.8215,0.9131,0.6740
Total,Congressional District,0648,California Congressional District 48,8282.6105,0.0000,0.0000,0.8463,0.5603,0.6762,0.3771,0.5733,0.2848
Total,Congressional District,0649,California Congressional District 49,1539.9612,0.0000,0.0000,0.7122,0.6085,0.8300,0.6538,0.7551,0.5449
Total,Congressional District,0650,California Congressional District 50,940.4086,0.0000,0.0000,0.6291,0.6155,0.9750,0.8688,0.9346,0.7371
Total,Congressional District,0651,California Congressional District 51,436.9192,0.0000,0.0000,1.0000,0.9255,0.9609,0.8551,0.9277,0.7678
Total,Congressional District,0652,California Congressional District 52,325.7934,0.0000,0.0000,0.9547,0.9311,0.9922,0.9370,0.9803,0.8758
Total,Congressional District,0801,Colorado Congressional District 1,371.9291,0.1022,0.0581,1.0000,0.9830,0.9915,0.9351,0.9694,0.9252
Total,Congressional District,0802,Colorado Congressional District 2,27821.0519,0.2830,0.2122,0.6204,0.3256,0.3093,0.1442,0.2318,0.1043
Total,Congressional District,0803,Colorado Congressional District 3,117809.6613,0.3540,0.2376,0.6571,0.3463,0.3117,0.1043,0.2373,0.0691
Total,Congressional District,0804,Colorado Congressional District 4,77371.6719,0.6349,0.4727,0.9816,0.7593,0.5769,0.1891,0.4213,0.1148
Total,Congressional District,0805,Colorado Congressional District 5,3490.9297,0.0886,0.0258,0.9698,0.7281,0.8253,0.5521,0.7484,0.5046
Total,Congressional District,0806,Colorado Congressional District 6,744.5954,0.1150,0.0386,1.0000,0.9911,0.9863,0.8725,0.9496,0.8332
